Host 10.38.175.43 not found in /home/amcclab/.ssh/known_hosts
search_board_type Mt.Jade
./sshpass -p amcc1234 ssh -o StrictHostKeyChecking=no -t amcclab@10.38.175.31 'ipmitool -H 10.38.175.43 -U ADMIN -P ADMIN  sel list'
Pseudo-terminal will not be allocated because stdin is not a terminal.
   1 | 04/26/2021 | 07:13:21 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 126 | 04/30/2021 | 00:23:37 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 127 | 04/30/2021 | 00:23:37 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 128 | 04/30/2021 | 00:23:38 | OEM record c0 | 00cd3a | 0feb70020000
 129 | 04/30/2021 | 00:23:39 | OEM record c0 | 00cd3a | 0feb70120000
 12a | 04/30/2021 | 00:23:57 | OEM record c0 | 00cd3a | 0feb70220000
 12b | 04/30/2021 | 00:23:58 | OEM record c0 | 00cd3a | 0feb70320000
 12c | 04/30/2021 | 00:24:00 | OEM record c0 | 00cd3a | 0feb70520000
 12d | 04/30/2021 | 00:24:01 | OEM record c0 | 00cd3a | 0feb70620000
 12e | 04/30/2021 | 00:24:52 | OEM record c0 | 00cd3a | 0feb70820000
 12f | 04/30/2021 | 00:24:52 | System Firmwares #0xe4 | System boot initiated | Asserted
 130 | 04/30/2021 | 00:33:42 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 131 | 04/30/2021 | 00:33:42 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 132 | 04/30/2021 | 00:34:34 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 133 | 04/30/2021 | 00:34:34 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 134 | 04/30/2021 | 00:34:35 | OEM record c0 | 00cd3a | 0feb70020000
 135 | 04/30/2021 | 00:34:36 | OEM record c0 | 00cd3a | 0feb70120000
 136 | 04/30/2021 | 00:34:53 | OEM record c0 | 00cd3a | 0feb70220000
 137 | 04/30/2021 | 00:34:54 | OEM record c0 | 00cd3a | 0feb70320000
 138 | 04/30/2021 | 00:34:56 | OEM record c0 | 00cd3a | 0feb70520000
 139 | 04/30/2021 | 00:34:57 | OEM record c0 | 00cd3a | 0feb70620000
 13a | 04/30/2021 | 00:36:09 | OEM record c0 | 00cd3a | 0feb70820000
 13b | 04/30/2021 | 00:36:09 | System Firmwares #0xe4 | System boot initiated | Asserted
 13c | 04/30/2021 | 00:39:52 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 13d | 04/30/2021 | 00:39:52 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 13e | 04/30/2021 | 00:40:44 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 13f | 04/30/2021 | 00:40:44 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 140 | 04/30/2021 | 00:40:45 | OEM record c0 | 00cd3a | 0feb70020000
 141 | 04/30/2021 | 00:40:46 | OEM record c0 | 00cd3a | 0feb70120000
 142 | 04/30/2021 | 00:41:05 | OEM record c0 | 00cd3a | 0feb70220000
 143 | 04/30/2021 | 00:41:05 | OEM record c0 | 00cd3a | 0feb70320000
 144 | 04/30/2021 | 00:41:07 | OEM record c0 | 00cd3a | 0feb70520000
 145 | 04/30/2021 | 00:41:08 | OEM record c0 | 00cd3a | 0feb70620000
 146 | 04/30/2021 | 00:41:56 | OEM record c0 | 00cd3a | 0feb70820000
 147 | 04/30/2021 | 00:41:56 | System Firmwares #0xe4 | System boot initiated | Asserted
 148 | 04/30/2021 | 00:59:36 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 149 | 04/30/2021 | 00:59:36 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 14a | 04/30/2021 | 01:00:29 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 14b | 04/30/2021 | 01:00:29 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 14c | 04/30/2021 | 01:00:30 | OEM record c0 | 00cd3a | 0feb70020000
 14d | 04/30/2021 | 01:00:30 | OEM record c0 | 00cd3a | 0feb70120000
 14e | 04/30/2021 | 01:00:48 | OEM record c0 | 00cd3a | 0feb70220000
 14f | 04/30/2021 | 01:00:49 | OEM record c0 | 00cd3a | 0feb70320000
 150 | 04/30/2021 | 01:00:51 | OEM record c0 | 00cd3a | 0feb70520000
 151 | 04/30/2021 | 01:00:52 | OEM record c0 | 00cd3a | 0feb70620000
 152 | 04/30/2021 | 01:02:06 | OEM record c0 | 00cd3a | 0feb70820000
 153 | 04/30/2021 | 01:02:06 | System Firmwares #0xe4 | System boot initiated | Asserted
 154 | 04/30/2021 | 01:12:06 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 155 | 04/30/2021 | 01:12:06 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 156 | 04/30/2021 | 01:12:58 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 157 | 04/30/2021 | 01:12:58 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 158 | 04/30/2021 | 01:12:58 | OEM record c0 | 00cd3a | 0feb70020000
 159 | 04/30/2021 | 01:12:59 | OEM record c0 | 00cd3a | 0feb70120000
 15a | 04/30/2021 | 01:13:18 | OEM record c0 | 00cd3a | 0feb70220000
 15b | 04/30/2021 | 01:13:19 | OEM record c0 | 00cd3a | 0feb70320000
 15c | 04/30/2021 | 01:13:21 | OEM record c0 | 00cd3a | 0feb70520000
 15d | 04/30/2021 | 01:13:22 | OEM record c0 | 00cd3a | 0feb70620000
 15e | 04/30/2021 | 01:14:13 | OEM record c0 | 00cd3a | 0feb70820000
 15f | 04/30/2021 | 01:14:13 | System Firmwares #0xe4 | System boot initiated | Asserted
 160 | 04/30/2021 | 01:29:06 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 161 | 04/30/2021 | 01:29:06 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 162 | 04/30/2021 | 01:29:57 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 163 | 04/30/2021 | 01:29:59 | OEM record c0 | 00cd3a | 0feb70020000
 164 | 04/30/2021 | 01:29:59 | OEM record c0 | 00cd3a | 0feb70120000
 165 | 04/30/2021 | 01:29:59 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 166 | 04/30/2021 | 01:30:17 | OEM record c0 | 00cd3a | 0feb70220000
 167 | 04/30/2021 | 01:30:18 | OEM record c0 | 00cd3a | 0feb70320000
 168 | 04/30/2021 | 01:30:20 | OEM record c0 | 00cd3a | 0feb70520000
 169 | 04/30/2021 | 01:30:21 | OEM record c0 | 00cd3a | 0feb70620000
 16a | 04/30/2021 | 01:31:34 | OEM record c0 | 00cd3a | 0feb70820000
 16b | 04/30/2021 | 01:31:34 | System Firmwares #0xe4 | System boot initiated | Asserted
 16c | 04/30/2021 | 01:32:11 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 16d | 04/30/2021 | 01:32:11 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 16e | 04/30/2021 | 01:33:03 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 16f | 04/30/2021 | 01:33:03 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 170 | 04/30/2021 | 01:33:03 | OEM record c0 | 00cd3a | 0feb70020000
 171 | 04/30/2021 | 01:33:04 | OEM record c0 | 00cd3a | 0feb70120000
 172 | 04/30/2021 | 01:33:23 | OEM record c0 | 00cd3a | 0feb70220000
 173 | 04/30/2021 | 01:33:24 | OEM record c0 | 00cd3a | 0feb70320000
 174 | 04/30/2021 | 01:33:26 | OEM record c0 | 00cd3a | 0feb70520000
 175 | 04/30/2021 | 01:33:27 | OEM record c0 | 00cd3a | 0feb70620000
 176 | 04/30/2021 | 01:34:18 | OEM record c0 | 00cd3a | 0feb70820000
 177 | 04/30/2021 | 01:34:18 | System Firmwares #0xe4 | System boot initiated | Asserted
 178 | 04/30/2021 | 01:46:18 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 179 | 04/30/2021 | 01:46:18 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 17a | 04/30/2021 | 01:47:10 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 17b | 04/30/2021 | 01:47:10 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 17c | 04/30/2021 | 01:47:11 | OEM record c0 | 00cd3a | 0feb70020000
 17d | 04/30/2021 | 01:47:12 | OEM record c0 | 00cd3a | 0feb70120000
 17e | 04/30/2021 | 01:47:30 | OEM record c0 | 00cd3a | 0feb70220000
 17f | 04/30/2021 | 01:47:31 | OEM record c0 | 00cd3a | 0feb70320000
 180 | 04/30/2021 | 01:47:33 | OEM record c0 | 00cd3a | 0feb70520000
 181 | 04/30/2021 | 01:47:34 | OEM record c0 | 00cd3a | 0feb70620000
 182 | 04/30/2021 | 01:48:26 | OEM record c0 | 00cd3a | 0feb70820000
 183 | 04/30/2021 | 01:48:26 | System Firmwares #0xe4 | System boot initiated | Asserted
 184 | 04/30/2021 | 01:49:59 | Temperature #0x6b | Upper Critical going high | Asserted
 185 | 04/30/2021 | 01:54:40 | Temperature #0x6b | Upper Critical going high | Deasserted
 186 | 04/30/2021 | 01:55:22 | Temperature #0x6b | Upper Critical going high | Asserted
 187 | 04/30/2021 | 01:59:52 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 188 | 04/30/2021 | 01:59:52 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 189 | 04/30/2021 | 02:00:44 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 18a | 04/30/2021 | 02:00:44 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 18b | 04/30/2021 | 02:00:45 | OEM record c0 | 00cd3a | 0feb70020000
 18c | 04/30/2021 | 02:00:46 | OEM record c0 | 00cd3a | 0feb70120000
 18d | 04/30/2021 | 02:00:47 | Temperature #0x6b | Upper Critical going high | Deasserted
 18e | 04/30/2021 | 02:01:04 | OEM record c0 | 00cd3a | 0feb70220000
 18f | 04/30/2021 | 02:01:05 | OEM record c0 | 00cd3a | 0feb70320000
 190 | 04/30/2021 | 02:01:07 | OEM record c0 | 00cd3a | 0feb70520000
 191 | 04/30/2021 | 02:01:08 | OEM record c0 | 00cd3a | 0feb70620000
 192 | 04/30/2021 | 02:01:49 | OEM record c0 | 00cd3a | 0feb70820000
 193 | 04/30/2021 | 02:01:49 | System Firmwares #0xe4 | System boot initiated | Asserted
 194 | 04/30/2021 | 02:03:09 | Temperature #0x6b | Upper Critical going high | Asserted
 195 | 04/30/2021 | 02:08:04 | Temperature #0x6b | Upper Critical going high | Deasserted
 196 | 04/30/2021 | 02:08:42 | Temperature #0x6b | Upper Critical going high | Asserted
 197 | 04/30/2021 | 02:13:14 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 198 | 04/30/2021 | 02:13:14 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 199 | 04/30/2021 | 02:14:06 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 19a | 04/30/2021 | 02:14:06 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 19b | 04/30/2021 | 02:14:07 | OEM record c0 | 00cd3a | 0feb70020000
 19c | 04/30/2021 | 02:14:08 | OEM record c0 | 00cd3a | 0feb70120000
 19d | 04/30/2021 | 02:14:10 | Temperature #0x6b | Upper Critical going high | Deasserted
 19e | 04/30/2021 | 02:14:26 | OEM record c0 | 00cd3a | 0feb70220000
 19f | 04/30/2021 | 02:14:27 | OEM record c0 | 00cd3a | 0feb70320000
 1a0 | 04/30/2021 | 02:14:29 | OEM record c0 | 00cd3a | 0feb70520000
 1a1 | 04/30/2021 | 02:14:30 | OEM record c0 | 00cd3a | 0feb70620000
 1a2 | 04/30/2021 | 02:15:12 | OEM record c0 | 00cd3a | 0feb70820000
 1a3 | 04/30/2021 | 02:15:12 | System Firmwares #0xe4 | System boot initiated | Asserted
 1a4 | 04/30/2021 | 02:16:30 | Temperature #0x6b | Upper Critical going high | Asserted
 1a5 | 04/30/2021 | 02:21:26 | Temperature #0x6b | Upper Critical going high | Deasserted
 1a6 | 04/30/2021 | 02:22:05 | Temperature #0x6b | Upper Critical going high | Asserted
 1a7 | 04/30/2021 | 02:26:55 | Temperature #0x06 | Upper Critical going high | Asserted
 1a8 | 04/30/2021 | 02:27:02 | Temperature #0x6b | Upper Critical going high | Deasserted
 1a9 | 04/30/2021 | 02:27:17 | Temperature #0x7b | Upper Critical going high | Asserted
 1aa | 04/30/2021 | 02:27:22 | Temperature #0x7b | Upper Critical going high | Deasserted
 1ab | 04/30/2021 | 02:27:31 | Temperature #0x06 | Upper Critical going high | Deasserted
 1ac | 04/30/2021 | 02:27:49 | Temperature #0x6b | Upper Critical going high | Asserted
 1ad | 04/30/2021 | 02:28:21 | Temperature #0x7b | Upper Critical going high | Asserted
 1ae | 04/30/2021 | 02:28:23 | Temperature #0x06 | Upper Critical going high | Asserted
 1af | 04/30/2021 | 02:28:39 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 1b0 | 04/30/2021 | 02:28:39 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 1b1 | 04/30/2021 | 02:28:46 | Temperature #0x06 | Upper Critical going high | Deasserted
 1b2 | 04/30/2021 | 02:32:11 | OEM record c0 | 00cd3a | cbe57001ffff
 1b3 | 04/30/2021 | 02:32:11 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 1b4 | 04/30/2021 | 02:32:11 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 1b5 | 04/30/2021 | 02:32:12 | OEM record c0 | 00cd3a | 0feb70020000
 1b6 | 04/30/2021 | 02:32:12 | OEM record c0 | 00cd3a | ca8f7101ffff
 1b7 | 04/30/2021 | 02:32:12 | OEM record c0 | 00cd3a | ca907101ffff
 1b8 | 04/30/2021 | 02:32:13 | OEM record c0 | 00cd3a | 0feb70120000
 1b9 | 04/30/2021 | 02:32:13 | OEM record c0 | 00cd3a | ca8ff101ffff
 1ba | 04/30/2021 | 02:32:13 | OEM record c0 | 00cd3a | ca90f101ffff
 1bb | 04/30/2021 | 02:32:16 | Temperature #0x6b | Upper Critical going high | Deasserted
 1bc | 04/30/2021 | 02:32:16 | Temperature #0x7b | Upper Critical going high | Deasserted
 1bd | 04/30/2021 | 02:39:17 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 1be | 04/30/2021 | 02:39:17 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 1bf | 04/30/2021 | 02:40:08 | OEM record c0 | 00cd3a | cbe57001ffff
 1c0 | 04/30/2021 | 02:40:08 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 1c1 | 04/30/2021 | 02:40:08 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 1c2 | 04/30/2021 | 02:40:09 | OEM record c0 | 00cd3a | 0feb70020000
 1c3 | 04/30/2021 | 02:40:09 | OEM record c0 | 00cd3a | ca8f7101ffff
 1c4 | 04/30/2021 | 02:40:09 | OEM record c0 | 00cd3a | ca907101ffff
 1c5 | 04/30/2021 | 02:40:10 | OEM record c0 | 00cd3a | 0feb70120000
 1c6 | 04/30/2021 | 02:40:10 | OEM record c0 | 00cd3a | ca8ff101ffff
 1c7 | 04/30/2021 | 02:40:10 | OEM record c0 | 00cd3a | ca90f101ffff
 1c8 | 04/30/2021 | 02:47:31 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 1c9 | 04/30/2021 | 02:47:31 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 1ca | 04/30/2021 | 02:48:22 | OEM record c0 | 00cd3a | cbe57001ffff
 1cb | 04/30/2021 | 02:48:22 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 1cc | 04/30/2021 | 02:48:22 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 1cd | 04/30/2021 | 02:48:23 | OEM record c0 | 00cd3a | 0feb70020000
 1ce | 04/30/2021 | 02:48:23 | OEM record c0 | 00cd3a | ca8f7101ffff
 1cf | 04/30/2021 | 02:48:23 | OEM record c0 | 00cd3a | ca907101ffff
 1d0 | 04/30/2021 | 02:48:24 | OEM record c0 | 00cd3a | 0feb70120000
 1d1 | 04/30/2021 | 02:48:24 | OEM record c0 | 00cd3a | ca8ff101ffff
 1d2 | 04/30/2021 | 02:48:24 | OEM record c0 | 00cd3a | ca90f101ffff
 1d3 | 04/30/2021 | 02:55:25 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 1d4 | 04/30/2021 | 02:55:25 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 1d5 | 04/30/2021 | 02:56:17 | OEM record c0 | 00cd3a | ca907101ffff
 1d6 | 04/30/2021 | 02:56:17 | OEM record c0 | 00cd3a | cbe57001ffff
 1d7 | 04/30/2021 | 02:56:18 | OEM record c0 | 00cd3a | ca8f7101ffff
 1d8 | 04/30/2021 | 02:56:18 | OEM record c0 | 00cd3a | ca90f101ffff
 1d9 | 04/30/2021 | 02:56:18 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 1da | 04/30/2021 | 02:56:18 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 1db | 04/30/2021 | 02:56:19 | OEM record c0 | 00cd3a | 0feb70020000
 1dc | 04/30/2021 | 02:56:19 | OEM record c0 | 00cd3a | ca8ff101ffff
 1dd | 04/30/2021 | 02:56:20 | OEM record c0 | 00cd3a | 0feb70120000
 1de | 04/30/2021 | 10:08:08 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 1df | 04/30/2021 | 10:08:08 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 1e0 | 04/30/2021 | 10:15:48 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 1e1 | 04/30/2021 | 10:15:48 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 1e2 | 04/30/2021 | 10:15:48 | OEM record c0 | 00cd3a | 0feb70020000
 1e3 | 04/30/2021 | 10:15:49 | OEM record c0 | 00cd3a | 0feb70120000
 1e4 | 04/30/2021 | 10:16:08 | OEM record c0 | 00cd3a | 0feb70220000
 1e5 | 04/30/2021 | 10:16:09 | OEM record c0 | 00cd3a | 0feb70320000
 1e6 | 04/30/2021 | 10:16:11 | OEM record c0 | 00cd3a | 0feb70520000
 1e7 | 04/30/2021 | 10:16:12 | OEM record c0 | 00cd3a | 0feb70620000
 1e8 | 04/30/2021 | 10:17:25 | OEM record c0 | 00cd3a | 0feb70820000
 1e9 | 04/30/2021 | 10:17:25 | System Firmwares #0xe4 | System boot initiated | Asserted
 1ea | 04/30/2021 | 10:24:22 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 1eb | 04/30/2021 | 10:24:22 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 1ec | 04/30/2021 | 10:25:14 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 1ed | 04/30/2021 | 10:25:14 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 1ee | 04/30/2021 | 10:25:15 | OEM record c0 | 00cd3a | 0feb70020000
 1ef | 04/30/2021 | 10:25:16 | OEM record c0 | 00cd3a | 0feb70120000
 1f0 | 04/30/2021 | 10:25:34 | OEM record c0 | 00cd3a | 0feb70220000
 1f1 | 04/30/2021 | 10:25:35 | OEM record c0 | 00cd3a | 0feb70320000
 1f2 | 04/30/2021 | 10:25:37 | OEM record c0 | 00cd3a | 0feb70520000
 1f3 | 04/30/2021 | 10:25:38 | OEM record c0 | 00cd3a | 0feb70620000
 1f4 | 04/30/2021 | 10:26:25 | OEM record c0 | 00cd3a | 0feb70820000
 1f5 | 04/30/2021 | 10:26:25 | System Firmwares #0xe4 | System boot initiated | Asserted
 1f6 | 04/30/2021 | 10:53:50 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 1f7 | 04/30/2021 | 10:53:50 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 1f8 | 04/30/2021 | 11:02:04 | OEM record c0 | 00cd3a | cbe57001ffff
 1f9 | 04/30/2021 | 11:02:04 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 1fa | 04/30/2021 | 11:02:04 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 1fb | 04/30/2021 | 11:02:04 | OEM record c0 | 00cd3a | 0feb70020000
 1fc | 04/30/2021 | 11:02:04 | OEM record c0 | 00cd3a | ca8f7101ffff
 1fd | 04/30/2021 | 11:02:04 | OEM record c0 | 00cd3a | ca907101ffff
 1fe | 04/30/2021 | 11:02:05 | OEM record c0 | 00cd3a | 0feb70120000
 1ff | 04/30/2021 | 11:02:05 | OEM record c0 | 00cd3a | ca8ff101ffff
 200 | 04/30/2021 | 11:02:05 | OEM record c0 | 00cd3a | ca90f101ffff
 201 | 04/30/2021 | 11:09:10 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 202 | 04/30/2021 | 11:09:10 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 203 | 04/30/2021 | 11:10:01 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 204 | 04/30/2021 | 11:10:01 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 205 | 04/30/2021 | 11:10:01 | OEM record c0 | 00cd3a | cbe57001ffff
 206 | 04/30/2021 | 11:10:02 | OEM record c0 | 00cd3a | 0feb70020000
 207 | 04/30/2021 | 11:10:02 | OEM record c0 | 00cd3a | ca8f7101ffff
 208 | 04/30/2021 | 11:10:02 | OEM record c0 | 00cd3a | ca907101ffff
 209 | 04/30/2021 | 11:10:03 | OEM record c0 | 00cd3a | 0feb70120000
 20a | 04/30/2021 | 11:10:03 | OEM record c0 | 00cd3a | ca8ff101ffff
 20b | 04/30/2021 | 11:10:03 | OEM record c0 | 00cd3a | ca90f101ffff
 20c | 04/30/2021 | 11:17:07 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 20d | 04/30/2021 | 11:17:07 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 20e | 04/30/2021 | 11:17:58 | OEM record c0 | 00cd3a | ca907101ffff
 20f | 04/30/2021 | 11:17:58 | OEM record c0 | 00cd3a | cbe57001ffff
 210 | 04/30/2021 | 11:17:58 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 211 | 04/30/2021 | 11:17:58 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 212 | 04/30/2021 | 11:17:59 | OEM record c0 | 00cd3a | 0feb70020000
 213 | 04/30/2021 | 11:17:59 | OEM record c0 | 00cd3a | ca8f7101ffff
 214 | 04/30/2021 | 11:17:59 | OEM record c0 | 00cd3a | ca90f101ffff
 215 | 04/30/2021 | 11:18:00 | OEM record c0 | 00cd3a | 0feb70120000
 216 | 04/30/2021 | 11:18:00 | OEM record c0 | 00cd3a | ca8ff101ffff
 217 | 04/30/2021 | 11:25:00 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 218 | 04/30/2021 | 11:25:00 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 219 | 04/30/2021 | 11:25:51 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 21a | 04/30/2021 | 11:25:51 | OEM record c0 | 00cd3a | cbe57001ffff
 21b | 04/30/2021 | 11:25:51 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 21c | 04/30/2021 | 11:25:52 | OEM record c0 | 00cd3a | 0feb70020000
 21d | 04/30/2021 | 11:25:52 | OEM record c0 | 00cd3a | ca8f7101ffff
 21e | 04/30/2021 | 11:25:52 | OEM record c0 | 00cd3a | ca907101ffff
 21f | 04/30/2021 | 11:25:53 | OEM record c0 | 00cd3a | 0feb70120000
 220 | 04/30/2021 | 11:25:53 | OEM record c0 | 00cd3a | ca8ff101ffff
 221 | 04/30/2021 | 11:25:53 | OEM record c0 | 00cd3a | ca90f101ffff
 222 | 04/30/2021 | 11:27:32 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 223 | 04/30/2021 | 11:27:32 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 224 | 04/30/2021 | 11:31:09 | OEM record c0 | 00cd3a | cbe57001ffff
 225 | 04/30/2021 | 11:31:09 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 226 | 04/30/2021 | 11:31:09 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 227 | 04/30/2021 | 11:31:10 | OEM record c0 | 00cd3a | 0feb70020000
 228 | 04/30/2021 | 11:31:10 | OEM record c0 | 00cd3a | ca8f7101ffff
 229 | 04/30/2021 | 11:31:10 | OEM record c0 | 00cd3a | ca907101ffff
 22a | 04/30/2021 | 11:31:11 | OEM record c0 | 00cd3a | 0feb70120000
 22b | 04/30/2021 | 11:31:11 | OEM record c0 | 00cd3a | ca8ff101ffff
 22c | 04/30/2021 | 11:31:11 | OEM record c0 | 00cd3a | ca90f101ffff
 22d | 04/30/2021 | 11:37:05 | OEM record c0 | 00cd3a | cbe57001ffff
 22e | 04/30/2021 | 11:37:05 | System Boot Initiated #0xdc | System Restart | Asserted
 22f | 04/30/2021 | 11:37:05 | OEM record c0 | 00cd3a | 0feb70020000
 230 | 04/30/2021 | 11:37:05 | OEM record c0 | 00cd3a | ca8f7101ffff
 231 | 04/30/2021 | 11:37:05 | OEM record c0 | 00cd3a | ca907101ffff
 232 | 04/30/2021 | 11:37:06 | OEM record c0 | 00cd3a | 0feb70120000
 233 | 04/30/2021 | 11:37:06 | OEM record c0 | 00cd3a | ca8ff101ffff
 234 | 04/30/2021 | 11:37:06 | OEM record c0 | 00cd3a | ca90f101ffff
 235 | 04/30/2021 | 11:37:07 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 236 | 04/30/2021 | 11:37:07 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 237 | 04/30/2021 | 11:37:08 | Power Unit #0xe8 | Soft-power control failure | Asserted
 238 | 04/30/2021 | 11:37:18 | Voltage #0x58 | Lower Non-recoverable going low  | Asserted
 239 | 04/30/2021 | 11:37:20 | Voltage #0x63 | Lower Non-recoverable going low  | Asserted
 23a | 04/30/2021 | 11:37:24 | Voltage #0x58 | Lower Non-recoverable going low  | Deasserted
 23b | 04/30/2021 | 11:37:24 | Voltage #0x63 | Lower Non-recoverable going low  | Deasserted
 23c | 04/30/2021 | 11:37:24 | OEM record c0 | 00cd3a | cbe57001ffff
 23d | 04/30/2021 | 11:37:25 | OEM record c0 | 00cd3a | 0feb70020000
 23e | 04/30/2021 | 11:37:25 | OEM record c0 | 00cd3a | ca8f7101ffff
 23f | 04/30/2021 | 11:37:25 | OEM record c0 | 00cd3a | ca907101ffff
 240 | 04/30/2021 | 11:37:26 | OEM record c0 | 00cd3a | 0feb70120000
 241 | 04/30/2021 | 11:37:26 | OEM record c0 | 00cd3a | ca8ff101ffff
 242 | 04/30/2021 | 11:37:26 | OEM record c0 | 00cd3a | ca90f101ffff
 243 | 04/30/2021 | 11:38:07 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 244 | 04/30/2021 | 11:38:07 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 245 | 04/30/2021 | 11:44:22 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 246 | 04/30/2021 | 11:44:22 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 247 | 04/30/2021 | 11:44:22 | OEM record c0 | 00cd3a | 0feb70020000
 248 | 04/30/2021 | 11:44:23 | OEM record c0 | 00cd3a | 0feb70120000
 249 | 04/30/2021 | 11:44:42 | OEM record c0 | 00cd3a | 0feb70220000
 24a | 04/30/2021 | 11:44:43 | OEM record c0 | 00cd3a | 0feb70320000
 24b | 04/30/2021 | 11:44:45 | OEM record c0 | 00cd3a | 0feb70520000
 24c | 04/30/2021 | 11:44:46 | OEM record c0 | 00cd3a | 0feb70620000
