search_board_type Mt.Jade
Pseudo-terminal will not be allocated because stdin is not a terminal.
   1 | 04/15/2021 | 22:57:51 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 3ac | 04/17/2021 | 14:39:03 | OEM record c0 | 00cd3a | 0feb70320000
 3ad | 04/17/2021 | 14:39:05 | OEM record c0 | 00cd3a | 0feb70520000
 3ae | 04/17/2021 | 14:39:06 | OEM record c0 | 00cd3a | 0feb70620000
 3af | 04/17/2021 | 14:39:35 | OEM record c0 | 00cd3a | 0feb70820000
 3b0 | 04/17/2021 | 14:39:35 | System Firmwares #0xe4 | System boot initiated | Asserted
 3b1 | 04/17/2021 | 14:40:30 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 3b2 | 04/17/2021 | 14:40:30 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 3b3 | 04/17/2021 | 14:40:54 | OEM record c0 | 00cd3a | ca907105ffff
 3b4 | 04/17/2021 | 14:40:55 | OEM record c0 | 00cd3a | ca8f7101ffff
 3b5 | 04/17/2021 | 14:40:55 | OEM record c0 | 00cd3a | ca90f105ffff
 3b6 | 04/17/2021 | 14:40:55 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 3b7 | 04/17/2021 | 14:40:55 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 3b8 | 04/17/2021 | 14:40:56 | OEM record c0 | 00cd3a | 0feb70020000
 3b9 | 04/17/2021 | 14:40:56 | OEM record c0 | 00cd3a | ca8ff101ffff
 3ba | 04/17/2021 | 14:40:57 | OEM record c0 | 00cd3a | 0feb70120000
 3bb | 04/17/2021 | 14:41:39 | OEM record c0 | 00cd3a | 0feb70220000
 3bc | 04/17/2021 | 14:41:39 | OEM record c0 | 00cd3a | 0feb703bff10
 3bd | 04/17/2021 | 14:41:40 | OEM record c0 | 00cd3a | 0feb70320000
 3be | 04/17/2021 | 14:41:42 | OEM record c0 | 00cd3a | 0feb70520000
 3bf | 04/17/2021 | 14:41:43 | OEM record c0 | 00cd3a | 0feb70620000
 3c0 | 04/17/2021 | 14:42:15 | OEM record c0 | 00cd3a | 0feb70820000
 3c1 | 04/17/2021 | 14:42:15 | System Firmwares #0xe4 | System boot initiated | Asserted
 3c2 | 04/17/2021 | 14:43:11 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 3c3 | 04/17/2021 | 14:43:11 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 3c4 | 04/17/2021 | 14:43:16 | Fan #0x40 | Device Absent | Asserted
 3c5 | 04/17/2021 | 14:43:35 | OEM record c0 | 00cd3a | ca907105ffff
 3c6 | 04/17/2021 | 14:43:35 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 3c7 | 04/17/2021 | 14:43:35 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 3c8 | 04/17/2021 | 14:43:36 | OEM record c0 | 00cd3a | 0feb70020000
 3c9 | 04/17/2021 | 14:43:36 | OEM record c0 | 00cd3a | ca8f7101ffff
 3ca | 04/17/2021 | 14:43:36 | OEM record c0 | 00cd3a | ca90f105ffff
 3cb | 04/17/2021 | 14:43:37 | OEM record c0 | 00cd3a | 0feb70120000
 3cc | 04/17/2021 | 14:43:37 | OEM record c0 | 00cd3a | ca8ff101ffff
 3cd | 04/17/2021 | 14:44:17 | Fan #0x40 | Device Absent | Deasserted
 3ce | 04/17/2021 | 14:44:21 | OEM record c0 | 00cd3a | 0feb70220000
 3cf | 04/17/2021 | 14:44:21 | OEM record c0 | 00cd3a | 0feb703bff10
 3d0 | 04/17/2021 | 14:44:22 | OEM record c0 | 00cd3a | 0feb70320000
 3d1 | 04/17/2021 | 14:44:24 | OEM record c0 | 00cd3a | 0feb70520000
 3d2 | 04/17/2021 | 14:44:25 | OEM record c0 | 00cd3a | 0feb70620000
 3d3 | 04/17/2021 | 14:44:55 | OEM record c0 | 00cd3a | 0feb70820000
 3d4 | 04/17/2021 | 14:44:55 | System Firmwares #0xe4 | System boot initiated | Asserted
 3d5 | 04/17/2021 | 14:45:55 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 3d6 | 04/17/2021 | 14:45:55 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 3d7 | 04/17/2021 | 14:46:19 | OEM record c0 | 00cd3a | ca907105ffff
 3d8 | 04/17/2021 | 14:46:19 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 3d9 | 04/17/2021 | 14:46:19 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 3da | 04/17/2021 | 14:46:20 | OEM record c0 | 00cd3a | 0feb70020000
 3db | 04/17/2021 | 14:46:20 | OEM record c0 | 00cd3a | ca8f7101ffff
 3dc | 04/17/2021 | 14:46:20 | OEM record c0 | 00cd3a | ca90f105ffff
 3dd | 04/17/2021 | 14:46:21 | OEM record c0 | 00cd3a | 0feb70120000
 3de | 04/17/2021 | 14:46:21 | OEM record c0 | 00cd3a | ca8ff101ffff
 3df | 04/17/2021 | 14:47:05 | OEM record c0 | 00cd3a | 0feb70220000
 3e0 | 04/17/2021 | 14:47:05 | OEM record c0 | 00cd3a | 0feb703bff10
 3e1 | 04/17/2021 | 14:47:06 | OEM record c0 | 00cd3a | 0feb70320000
 3e2 | 04/17/2021 | 14:47:08 | OEM record c0 | 00cd3a | 0feb70520000
 3e3 | 04/17/2021 | 14:47:09 | OEM record c0 | 00cd3a | 0feb70620000
 3e4 | 04/17/2021 | 14:47:40 | OEM record c0 | 00cd3a | 0feb70820000
 3e5 | 04/17/2021 | 14:47:40 | System Firmwares #0xe4 | System boot initiated | Asserted
 3e6 | 04/17/2021 | 14:48:37 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 3e7 | 04/17/2021 | 14:48:37 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 3e8 | 04/17/2021 | 14:49:01 | OEM record c0 | 00cd3a | ca907105ffff
 3e9 | 04/17/2021 | 14:49:02 | OEM record c0 | 00cd3a | ca8f7101ffff
 3ea | 04/17/2021 | 14:49:02 | OEM record c0 | 00cd3a | ca90f105ffff
 3eb | 04/17/2021 | 14:49:02 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 3ec | 04/17/2021 | 14:49:02 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 3ed | 04/17/2021 | 14:49:03 | OEM record c0 | 00cd3a | 0feb70020000
 3ee | 04/17/2021 | 14:49:03 | OEM record c0 | 00cd3a | ca8ff101ffff
 3ef | 04/17/2021 | 14:49:04 | OEM record c0 | 00cd3a | 0feb70120000
 3f0 | 04/17/2021 | 14:49:47 | OEM record c0 | 00cd3a | 0feb70220000
 3f1 | 04/17/2021 | 14:49:47 | OEM record c0 | 00cd3a | 0feb703bff10
 3f2 | 04/17/2021 | 14:49:48 | OEM record c0 | 00cd3a | 0feb70320000
 3f3 | 04/17/2021 | 14:49:50 | OEM record c0 | 00cd3a | 0feb70520000
 3f4 | 04/17/2021 | 14:49:51 | OEM record c0 | 00cd3a | 0feb70620000
 3f5 | 04/17/2021 | 14:50:20 | OEM record c0 | 00cd3a | 0feb70820000
 3f6 | 04/17/2021 | 14:50:20 | System Firmwares #0xe4 | System boot initiated | Asserted
 3f7 | 04/17/2021 | 14:51:16 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 3f8 | 04/17/2021 | 14:51:16 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 3f9 | 04/17/2021 | 14:51:42 | OEM record c0 | 00cd3a | ca907105ffff
 3fa | 04/17/2021 | 14:51:42 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 3fb | 04/17/2021 | 14:51:42 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 3fc | 04/17/2021 | 14:51:43 | OEM record c0 | 00cd3a | 0feb70020000
 3fd | 04/17/2021 | 14:51:43 | OEM record c0 | 00cd3a | ca8f7101ffff
 3fe | 04/17/2021 | 14:51:43 | OEM record c0 | 00cd3a | ca90f105ffff
 3ff | 04/17/2021 | 14:51:44 | OEM record c0 | 00cd3a | 0feb70120000
 400 | 04/17/2021 | 14:51:44 | OEM record c0 | 00cd3a | ca8ff101ffff
 401 | 04/17/2021 | 14:52:28 | OEM record c0 | 00cd3a | 0feb70220000
 402 | 04/17/2021 | 14:52:28 | OEM record c0 | 00cd3a | 0feb703bff10
 403 | 04/17/2021 | 14:52:29 | OEM record c0 | 00cd3a | 0feb70320000
 404 | 04/17/2021 | 14:52:31 | OEM record c0 | 00cd3a | 0feb70520000
 405 | 04/17/2021 | 14:52:32 | OEM record c0 | 00cd3a | 0feb70620000
 406 | 04/17/2021 | 14:53:01 | OEM record c0 | 00cd3a | 0feb70820000
 407 | 04/17/2021 | 14:53:01 | System Firmwares #0xe4 | System boot initiated | Asserted
 408 | 04/17/2021 | 14:53:57 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 409 | 04/17/2021 | 14:53:57 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 40a | 04/17/2021 | 14:54:21 | OEM record c0 | 00cd3a | ca907105ffff
 40b | 04/17/2021 | 14:54:21 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 40c | 04/17/2021 | 14:54:21 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 40d | 04/17/2021 | 14:54:22 | OEM record c0 | 00cd3a | 0feb70020000
 40e | 04/17/2021 | 14:54:22 | OEM record c0 | 00cd3a | ca8f7101ffff
 40f | 04/17/2021 | 14:54:22 | OEM record c0 | 00cd3a | ca90f105ffff
 410 | 04/17/2021 | 14:54:23 | OEM record c0 | 00cd3a | 0feb70120000
 411 | 04/17/2021 | 14:54:23 | OEM record c0 | 00cd3a | ca8ff101ffff
 412 | 04/17/2021 | 14:55:07 | OEM record c0 | 00cd3a | 0feb70220000
 413 | 04/17/2021 | 14:55:07 | OEM record c0 | 00cd3a | 0feb703bff10
 414 | 04/17/2021 | 14:55:08 | OEM record c0 | 00cd3a | 0feb70320000
 415 | 04/17/2021 | 14:55:10 | OEM record c0 | 00cd3a | 0feb70520000
 416 | 04/17/2021 | 14:55:11 | OEM record c0 | 00cd3a | 0feb70620000
 417 | 04/17/2021 | 14:55:39 | OEM record c0 | 00cd3a | 0feb70820000
 418 | 04/17/2021 | 14:55:39 | System Firmwares #0xe4 | System boot initiated | Asserted
 419 | 04/17/2021 | 14:56:30 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 41a | 04/17/2021 | 14:56:30 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 41b | 04/17/2021 | 14:56:55 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 41c | 04/17/2021 | 14:56:55 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 41d | 04/17/2021 | 14:56:55 | OEM record c0 | 00cd3a | 0feb70020000
 41e | 04/17/2021 | 14:56:55 | OEM record c0 | 00cd3a | ca8f7101ffff
 41f | 04/17/2021 | 14:56:55 | OEM record c0 | 00cd3a | ca907105ffff
 420 | 04/17/2021 | 14:56:56 | OEM record c0 | 00cd3a | 0feb70120000
 421 | 04/17/2021 | 14:56:56 | OEM record c0 | 00cd3a | ca8ff101ffff
 422 | 04/17/2021 | 14:56:56 | OEM record c0 | 00cd3a | ca90f105ffff
 423 | 04/17/2021 | 14:57:41 | OEM record c0 | 00cd3a | 0feb70220000
 424 | 04/17/2021 | 14:57:41 | OEM record c0 | 00cd3a | 0feb703bff10
 425 | 04/17/2021 | 14:57:42 | OEM record c0 | 00cd3a | 0feb70320000
 426 | 04/17/2021 | 14:57:44 | OEM record c0 | 00cd3a | 0feb70520000
 427 | 04/17/2021 | 14:57:45 | OEM record c0 | 00cd3a | 0feb70620000
 428 | 04/17/2021 | 14:58:14 | OEM record c0 | 00cd3a | 0feb70820000
 429 | 04/17/2021 | 14:58:14 | System Firmwares #0xe4 | System boot initiated | Asserted
 42a | 04/17/2021 | 14:59:09 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 42b | 04/17/2021 | 14:59:09 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 42c | 04/17/2021 | 14:59:33 | OEM record c0 | 00cd3a | ca907105ffff
 42d | 04/17/2021 | 14:59:33 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 42e | 04/17/2021 | 14:59:33 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 42f | 04/17/2021 | 14:59:34 | OEM record c0 | 00cd3a | 0feb70020000
 430 | 04/17/2021 | 14:59:34 | OEM record c0 | 00cd3a | ca8f7101ffff
 431 | 04/17/2021 | 14:59:34 | OEM record c0 | 00cd3a | ca90f105ffff
 432 | 04/17/2021 | 14:59:35 | OEM record c0 | 00cd3a | 0feb70120000
 433 | 04/17/2021 | 14:59:35 | OEM record c0 | 00cd3a | ca8ff101ffff
 434 | 04/17/2021 | 15:00:19 | OEM record c0 | 00cd3a | 0feb70220000
 435 | 04/17/2021 | 15:00:19 | OEM record c0 | 00cd3a | 0feb703bff10
 436 | 04/17/2021 | 15:00:20 | OEM record c0 | 00cd3a | 0feb70320000
 437 | 04/17/2021 | 15:00:22 | OEM record c0 | 00cd3a | 0feb70520000
 438 | 04/17/2021 | 15:00:23 | OEM record c0 | 00cd3a | 0feb70620000
 439 | 04/17/2021 | 15:00:52 | OEM record c0 | 00cd3a | 0feb70820000
 43a | 04/17/2021 | 15:00:52 | System Firmwares #0xe4 | System boot initiated | Asserted
 43b | 04/17/2021 | 15:01:51 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 43c | 04/17/2021 | 15:01:51 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 43d | 04/17/2021 | 15:02:15 | OEM record c0 | 00cd3a | ca907105ffff
 43e | 04/17/2021 | 15:02:15 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 43f | 04/17/2021 | 15:02:15 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 440 | 04/17/2021 | 15:02:16 | OEM record c0 | 00cd3a | 0feb70020000
 441 | 04/17/2021 | 15:02:16 | OEM record c0 | 00cd3a | ca8f7101ffff
 442 | 04/17/2021 | 15:02:16 | OEM record c0 | 00cd3a | ca90f105ffff
 443 | 04/17/2021 | 15:02:17 | OEM record c0 | 00cd3a | 0feb70120000
 444 | 04/17/2021 | 15:02:17 | OEM record c0 | 00cd3a | ca8ff101ffff
 445 | 04/17/2021 | 15:03:01 | OEM record c0 | 00cd3a | 0feb70220000
 446 | 04/17/2021 | 15:03:01 | OEM record c0 | 00cd3a | 0feb703bff10
 447 | 04/17/2021 | 15:03:02 | OEM record c0 | 00cd3a | 0feb70320000
 448 | 04/17/2021 | 15:03:04 | OEM record c0 | 00cd3a | 0feb70520000
 449 | 04/17/2021 | 15:03:05 | OEM record c0 | 00cd3a | 0feb70620000
 44a | 04/17/2021 | 15:03:34 | OEM record c0 | 00cd3a | 0feb70820000
 44b | 04/17/2021 | 15:03:34 | System Firmwares #0xe4 | System boot initiated | Asserted
 44c | 04/17/2021 | 15:04:30 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 44d | 04/17/2021 | 15:04:30 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 44e | 04/17/2021 | 15:04:54 | OEM record c0 | 00cd3a | ca907105ffff
 44f | 04/17/2021 | 15:04:54 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 450 | 04/17/2021 | 15:04:54 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 451 | 04/17/2021 | 15:04:55 | OEM record c0 | 00cd3a | 0feb70020000
 452 | 04/17/2021 | 15:04:55 | OEM record c0 | 00cd3a | ca8f7101ffff
 453 | 04/17/2021 | 15:04:55 | OEM record c0 | 00cd3a | ca90f105ffff
 454 | 04/17/2021 | 15:04:56 | OEM record c0 | 00cd3a | 0feb70120000
 455 | 04/17/2021 | 15:04:56 | OEM record c0 | 00cd3a | ca8ff101ffff
 456 | 04/17/2021 | 15:05:40 | OEM record c0 | 00cd3a | 0feb70220000
 457 | 04/17/2021 | 15:05:40 | OEM record c0 | 00cd3a | 0feb703bff10
 458 | 04/17/2021 | 15:05:41 | OEM record c0 | 00cd3a | 0feb70320000
 459 | 04/17/2021 | 15:05:43 | OEM record c0 | 00cd3a | 0feb70520000
 45a | 04/17/2021 | 15:05:44 | OEM record c0 | 00cd3a | 0feb70620000
 45b | 04/17/2021 | 15:06:13 | OEM record c0 | 00cd3a | 0feb70820000
 45c | 04/17/2021 | 15:06:13 | System Firmwares #0xe4 | System boot initiated | Asserted
 45d | 04/17/2021 | 15:07:12 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 45e | 04/17/2021 | 15:07:12 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 45f | 04/17/2021 | 15:07:35 | OEM record c0 | 00cd3a | ca907105ffff
 460 | 04/17/2021 | 15:07:36 | OEM record c0 | 00cd3a | ca8f7101ffff
 461 | 04/17/2021 | 15:07:36 | OEM record c0 | 00cd3a | ca90f105ffff
 462 | 04/17/2021 | 15:07:37 | OEM record c0 | 00cd3a | ca8ff101ffff
 463 | 04/17/2021 | 15:07:37 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 464 | 04/17/2021 | 15:07:37 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 465 | 04/17/2021 | 15:07:38 | OEM record c0 | 00cd3a | 0feb70020000
 466 | 04/17/2021 | 15:07:39 | OEM record c0 | 00cd3a | 0feb70120000
 467 | 04/17/2021 | 15:08:21 | OEM record c0 | 00cd3a | 0feb70220000
 468 | 04/17/2021 | 15:08:21 | OEM record c0 | 00cd3a | 0feb703bff10
 469 | 04/17/2021 | 15:08:22 | OEM record c0 | 00cd3a | 0feb70320000
 46a | 04/17/2021 | 15:08:24 | OEM record c0 | 00cd3a | 0feb70520000
 46b | 04/17/2021 | 15:08:25 | OEM record c0 | 00cd3a | 0feb70620000
 46c | 04/17/2021 | 15:08:55 | OEM record c0 | 00cd3a | 0feb70820000
 46d | 04/17/2021 | 15:08:55 | System Firmwares #0xe4 | System boot initiated | Asserted
 46e | 04/17/2021 | 15:09:48 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 46f | 04/17/2021 | 15:09:48 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 470 | 04/17/2021 | 15:10:12 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 471 | 04/17/2021 | 15:10:12 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 472 | 04/17/2021 | 15:10:12 | OEM record c0 | 00cd3a | 0feb70020000
 473 | 04/17/2021 | 15:10:12 | OEM record c0 | 00cd3a | ca8f7101ffff
 474 | 04/17/2021 | 15:10:12 | OEM record c0 | 00cd3a | ca907105ffff
 475 | 04/17/2021 | 15:10:13 | OEM record c0 | 00cd3a | 0feb70120000
 476 | 04/17/2021 | 15:10:13 | OEM record c0 | 00cd3a | ca8ff101ffff
 477 | 04/17/2021 | 15:10:13 | OEM record c0 | 00cd3a | ca90f105ffff
 478 | 04/17/2021 | 15:10:57 | OEM record c0 | 00cd3a | 0feb70220000
 479 | 04/17/2021 | 15:10:57 | OEM record c0 | 00cd3a | 0feb703bff10
 47a | 04/17/2021 | 15:10:58 | OEM record c0 | 00cd3a | 0feb70320000
 47b | 04/17/2021 | 15:11:00 | OEM record c0 | 00cd3a | 0feb70520000
 47c | 04/17/2021 | 15:11:01 | OEM record c0 | 00cd3a | 0feb70620000
 47d | 04/17/2021 | 15:11:32 | OEM record c0 | 00cd3a | 0feb70820000
 47e | 04/17/2021 | 15:11:32 | System Firmwares #0xe4 | System boot initiated | Asserted
 47f | 04/17/2021 | 15:12:29 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 480 | 04/17/2021 | 15:12:29 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 481 | 04/17/2021 | 15:12:53 | OEM record c0 | 00cd3a | ca907105ffff
 482 | 04/17/2021 | 15:12:53 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 483 | 04/17/2021 | 15:12:53 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 484 | 04/17/2021 | 15:12:54 | OEM record c0 | 00cd3a | 0feb70020000
 485 | 04/17/2021 | 15:12:54 | OEM record c0 | 00cd3a | ca8f7101ffff
 486 | 04/17/2021 | 15:12:54 | OEM record c0 | 00cd3a | ca90f105ffff
 487 | 04/17/2021 | 15:12:55 | OEM record c0 | 00cd3a | 0feb70120000
 488 | 04/17/2021 | 15:12:55 | OEM record c0 | 00cd3a | ca8ff101ffff
 489 | 04/17/2021 | 15:13:39 | OEM record c0 | 00cd3a | 0feb70220000
 48a | 04/17/2021 | 15:13:39 | OEM record c0 | 00cd3a | 0feb703bff10
 48b | 04/17/2021 | 15:13:40 | OEM record c0 | 00cd3a | 0feb70320000
 48c | 04/17/2021 | 15:13:42 | OEM record c0 | 00cd3a | 0feb70520000
 48d | 04/17/2021 | 15:13:43 | OEM record c0 | 00cd3a | 0feb70620000
 48e | 04/17/2021 | 15:14:14 | OEM record c0 | 00cd3a | 0feb70820000
 48f | 04/17/2021 | 15:14:14 | System Firmwares #0xe4 | System boot initiated | Asserted
 490 | 04/17/2021 | 15:15:14 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 491 | 04/17/2021 | 15:15:14 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 492 | 04/17/2021 | 15:15:38 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 493 | 04/17/2021 | 15:15:38 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 494 | 04/17/2021 | 15:15:38 | OEM record c0 | 00cd3a | ca8f7101ffff
 495 | 04/17/2021 | 15:15:38 | OEM record c0 | 00cd3a | ca907105ffff
 496 | 04/17/2021 | 15:15:39 | OEM record c0 | 00cd3a | 0feb70020000
 497 | 04/17/2021 | 15:15:39 | OEM record c0 | 00cd3a | ca8ff101ffff
 498 | 04/17/2021 | 15:15:39 | OEM record c0 | 00cd3a | ca90f105ffff
 499 | 04/17/2021 | 15:15:40 | OEM record c0 | 00cd3a | 0feb70120000
 49a | 04/17/2021 | 15:16:24 | OEM record c0 | 00cd3a | 0feb70220000
 49b | 04/17/2021 | 15:16:24 | OEM record c0 | 00cd3a | 0feb703bff10
 49c | 04/17/2021 | 15:16:25 | OEM record c0 | 00cd3a | 0feb70320000
 49d | 04/17/2021 | 15:16:27 | OEM record c0 | 00cd3a | 0feb70520000
 49e | 04/17/2021 | 15:16:28 | OEM record c0 | 00cd3a | 0feb70620000
 49f | 04/17/2021 | 15:16:58 | OEM record c0 | 00cd3a | 0feb70820000
 4a0 | 04/17/2021 | 15:16:58 | System Firmwares #0xe4 | System boot initiated | Asserted
 4a1 | 04/17/2021 | 15:17:55 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 4a2 | 04/17/2021 | 15:17:55 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 4a3 | 04/17/2021 | 15:18:19 | OEM record c0 | 00cd3a | ca907105ffff
 4a4 | 04/17/2021 | 15:18:19 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 4a5 | 04/17/2021 | 15:18:19 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 4a6 | 04/17/2021 | 15:18:20 | OEM record c0 | 00cd3a | 0feb70020000
 4a7 | 04/17/2021 | 15:18:20 | OEM record c0 | 00cd3a | ca8f7101ffff
 4a8 | 04/17/2021 | 15:18:20 | OEM record c0 | 00cd3a | ca90f105ffff
 4a9 | 04/17/2021 | 15:18:21 | OEM record c0 | 00cd3a | 0feb70120000
 4aa | 04/17/2021 | 15:18:21 | OEM record c0 | 00cd3a | ca8ff101ffff
 4ab | 04/17/2021 | 15:19:05 | OEM record c0 | 00cd3a | 0feb70220000
 4ac | 04/17/2021 | 15:19:05 | OEM record c0 | 00cd3a | 0feb703bff10
 4ad | 04/17/2021 | 15:19:06 | OEM record c0 | 00cd3a | 0feb70320000
 4ae | 04/17/2021 | 15:19:08 | OEM record c0 | 00cd3a | 0feb70520000
 4af | 04/17/2021 | 15:19:09 | OEM record c0 | 00cd3a | 0feb70620000
 4b0 | 04/17/2021 | 15:19:39 | OEM record c0 | 00cd3a | 0feb70820000
 4b1 | 04/17/2021 | 15:19:39 | System Firmwares #0xe4 | System boot initiated | Asserted
 4b2 | 04/17/2021 | 15:20:37 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 4b3 | 04/17/2021 | 15:20:37 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 4b4 | 04/17/2021 | 15:21:01 | OEM record c0 | 00cd3a | ca907105ffff
 4b5 | 04/17/2021 | 15:21:01 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 4b6 | 04/17/2021 | 15:21:01 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 4b7 | 04/17/2021 | 15:21:02 | OEM record c0 | 00cd3a | 0feb70020000
 4b8 | 04/17/2021 | 15:21:02 | OEM record c0 | 00cd3a | ca8f7101ffff
 4b9 | 04/17/2021 | 15:21:02 | OEM record c0 | 00cd3a | ca90f105ffff
 4ba | 04/17/2021 | 15:21:03 | OEM record c0 | 00cd3a | 0feb70120000
 4bb | 04/17/2021 | 15:21:03 | OEM record c0 | 00cd3a | ca8ff101ffff
 4bc | 04/17/2021 | 15:21:47 | OEM record c0 | 00cd3a | 0feb70220000
 4bd | 04/17/2021 | 15:21:47 | OEM record c0 | 00cd3a | 0feb703bff10
 4be | 04/17/2021 | 15:21:48 | OEM record c0 | 00cd3a | 0feb70320000
 4bf | 04/17/2021 | 15:21:50 | OEM record c0 | 00cd3a | 0feb70520000
 4c0 | 04/17/2021 | 15:21:51 | OEM record c0 | 00cd3a | 0feb70620000
 4c1 | 04/17/2021 | 15:22:22 | OEM record c0 | 00cd3a | 0feb70820000
 4c2 | 04/17/2021 | 15:22:22 | System Firmwares #0xe4 | System boot initiated | Asserted
 4c3 | 04/17/2021 | 15:23:15 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 4c4 | 04/17/2021 | 15:23:15 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 4c5 | 04/17/2021 | 15:23:39 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 4c6 | 04/17/2021 | 15:23:41 | OEM record c0 | 00cd3a | 0feb70020000
 4c7 | 04/17/2021 | 15:23:41 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 4c8 | 04/17/2021 | 15:23:41 | OEM record c0 | 00cd3a | ca8f7101ffff
 4c9 | 04/17/2021 | 15:23:41 | OEM record c0 | 00cd3a | ca907105ffff
 4ca | 04/17/2021 | 15:23:41 | OEM record c0 | 00cd3a | 0feb70120000
 4cb | 04/17/2021 | 15:23:41 | OEM record c0 | 00cd3a | ca8ff101ffff
 4cc | 04/17/2021 | 15:23:41 | OEM record c0 | 00cd3a | ca90f105ffff
 4cd | 04/17/2021 | 15:24:25 | OEM record c0 | 00cd3a | 0feb70220000
 4ce | 04/17/2021 | 15:24:25 | OEM record c0 | 00cd3a | 0feb703bff10
 4cf | 04/17/2021 | 15:24:26 | OEM record c0 | 00cd3a | 0feb70320000
 4d0 | 04/17/2021 | 15:24:28 | OEM record c0 | 00cd3a | 0feb70520000
 4d1 | 04/17/2021 | 15:24:29 | OEM record c0 | 00cd3a | 0feb70620000
 4d2 | 04/17/2021 | 15:24:59 | OEM record c0 | 00cd3a | 0feb70820000
 4d3 | 04/17/2021 | 15:24:59 | System Firmwares #0xe4 | System boot initiated | Asserted
 4d4 | 04/17/2021 | 15:25:54 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 4d5 | 04/17/2021 | 15:25:54 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 4d6 | 04/17/2021 | 15:26:18 | OEM record c0 | 00cd3a | ca907105ffff
